,CreditScore,Geography,Gender,Age,Balance,Exited
5401,654,France,Male,47,0.0,0
5402,828,France,Male,37,0.0,0
5403,590,Spain,Male,22,125265.61,0
5404,657,France,Male,37,82500.28,0
5405,531,Germany,Female,64,175754.87,0
5406,516,France,Female,47,109387.33,0
5407,561,France,Male,37,100443.36,0
5408,682,Spain,Female,54,83102.72,0
5409,575,Spain,Male,28,0.0,0
5410,623,France,Female,28,0.0,0
5411,642,France,Female,40,0.0,0
5412,779,France,Female,48,115290.27,1
5413,671,France,Female,42,0.0,0
5414,495,France,Female,40,140197.71,0
5415,850,France,Female,28,105245.34,0
5416,630,France,Male,50,0.0,0
5417,588,France,Male,32,0.0,0
5418,562,Germany,Male,35,142296.13,0
5419,740,Spain,Female,56,99097.33,1
5420,695,France,Male,28,171069.39,0
5421,589,France,Female,39,0.0,0
5422,607,France,Female,31,102523.88,0
5423,794,France,Male,35,0.0,0
5424,580,Germany,Male,44,143391.07,1
5425,644,Germany,Female,44,106022.73,0
5426,636,Spain,Female,36,0.0,0
5427,599,Germany,Male,36,128960.21,0
5428,507,France,Female,35,0.0,0
5429,682,France,Female,48,0.0,0
5430,714,France,Female,24,0.0,0
5431,696,France,Female,25,126442.59,0
5432,599,Spain,Male,51,0.0,0
5433,577,France,Male,37,127261.35,0
5434,733,Spain,Female,32,0.0,0
5435,647,France,Female,33,0.0,0
5436,831,France,Female,34,0.0,0
5437,543,Germany,Male,30,73481.05,0
5438,679,France,Male,34,160515.37,0
5439,713,Germany,Female,61,149525.34,0
5440,690,Germany,Male,43,166522.78,1
5441,751,France,Male,29,135536.5,0
5442,613,Germany,Female,43,120481.69,1
5443,701,Spain,Male,28,103421.32,0
5444,698,France,Male,33,135658.73,0
5445,451,France,Female,36,0.0,0
5446,665,France,Male,28,191402.82,0
5447,726,Germany,Male,50,94504.35,0
5448,608,Germany,Female,44,126147.84,1
5449,549,France,Female,46,0.0,0
5450,803,France,Male,33,0.0,0
5451,663,France,Male,43,87624.03,0
5452,558,France,Female,45,153697.53,1
5453,714,France,Female,25,0.0,0
5454,704,France,Male,39,0.0,0
5455,805,Germany,Female,45,116585.97,1
5456,659,Germany,Male,34,134464.58,0
5457,738,Germany,Male,62,83008.31,0
5458,635,Spain,Male,35,113635.16,0
5459,530,Spain,Female,36,0.0,0
5460,661,Germany,Male,41,122552.48,0
5461,531,Spain,Male,31,118899.45,0
5462,694,France,Female,29,99713.87,0
5463,731,France,Female,36,0.0,0
5464,556,France,Female,36,134208.22,0
5465,647,Germany,Female,41,85906.65,0
5466,850,Germany,Male,32,137714.25,0
5467,573,Spain,Male,33,160777.9,0
5468,591,France,Male,45,0.0,0
5469,723,France,Male,21,0.0,0
5470,617,France,Male,25,102585.88,0
5471,704,Germany,Female,39,102556.18,1
5472,457,Germany,Male,42,126772.57,0
5473,787,Germany,Female,38,158373.23,0
5474,651,France,Female,34,0.0,0
5475,612,Germany,Male,42,141927.1,0
5476,828,Spain,Male,47,109876.82,1
5477,724,France,Female,34,0.0,0
5478,648,Germany,Male,44,111369.79,0
5479,569,Spain,Male,35,116969.35,0
5480,765,Germany,Female,34,136729.51,0
5481,577,Germany,Female,44,152086.15,1
5482,603,Spain,Male,46,0.0,0
5483,568,Spain,Male,28,127289.28,0
5484,748,Germany,Male,45,119852.01,1
5485,573,Spain,Male,38,0.0,0
5486,771,Spain,Female,41,0.0,0
5487,763,France,Male,35,0.0,0
5488,410,France,Female,35,117183.74,0
5489,728,France,Male,33,129907.63,0
5490,655,Spain,Female,78,0.0,0
5491,580,Germany,Female,36,145387.32,1
5492,712,France,Male,35,124616.23,0
5493,680,France,Male,31,0.0,0
5494,383,Spain,Female,48,95808.19,1
5495,721,France,Male,35,0.0,0
5496,620,France,Female,42,0.0,0
5497,774,Spain,Female,36,117152.3,0
5498,563,France,Male,35,106250.72,0
5499,850,Germany,Female,27,111837.78,0
5500,681,France,Male,47,97023.21,0
5501,631,France,Female,31,137687.72,0
5502,614,Spain,Female,40,113348.5,0
5503,704,Spain,Male,24,122109.78,0
5504,786,France,Male,32,120452.4,0
5505,534,France,Female,53,0.0,0
5506,590,Spain,Male,34,65812.35,0
5507,583,Spain,Female,40,54428.37,1
5508,656,France,Female,75,0.0,0
5509,597,France,Male,33,0.0,0
5510,588,Germany,Female,48,143279.58,1
5511,667,Germany,Male,32,103846.65,0
5512,627,France,Male,37,125190.86,0
5513,708,France,Female,33,0.0,0
5514,641,France,Male,65,38340.02,1
5515,527,Germany,Female,28,123802.98,0
5516,592,France,Male,37,96651.03,0
5517,465,France,Male,33,0.0,0
5518,628,France,Male,39,0.0,0
5519,678,France,Male,43,133237.21,1
5520,570,France,Female,61,142105.35,0
5521,815,France,Male,37,166115.42,0
5522,817,France,Female,37,81070.34,0
5523,717,France,Male,35,0.0,0
5524,641,France,Female,53,123835.52,0
5525,624,France,Male,51,123401.43,0
5526,579,Germany,Male,49,169377.31,0
5527,698,France,Male,38,130015.24,0
5528,645,France,Male,32,0.0,0
5529,691,France,Male,34,133936.04,0
5530,638,France,Male,34,114543.27,0
5531,705,France,Female,31,119794.67,0
5532,720,France,Male,33,0.0,0
5533,553,Spain,Male,44,0.0,0
5534,658,France,Female,29,0.0,0
5535,648,Germany,Female,32,157138.99,1
5536,636,Spain,Male,45,0.0,0
5537,527,Germany,Female,41,136733.24,0
5538,717,Germany,Female,28,82498.14,0
5539,614,Spain,Male,39,151914.93,0
5540,737,France,Male,43,80090.93,1
5541,587,Spain,Male,51,83739.32,0
5542,682,France,Female,35,181166.44,1
5543,710,France,Male,38,130588.82,0
5544,507,France,Male,42,0.0,0
5545,609,Germany,Male,33,94126.67,0
5546,786,France,Male,32,0.0,0
5547,688,France,Male,38,148045.68,1
5548,710,France,Male,38,0.0,0
5549,779,Spain,Male,33,0.0,0
5550,733,France,Female,44,168165.84,0
5551,583,Germany,Female,26,72835.56,0
5552,627,France,Male,41,0.0,0
5553,666,Germany,Male,31,123212.08,0
5554,620,Spain,Male,38,0.0,0
5555,614,Spain,Female,39,0.0,0
5556,606,France,Male,40,119501.88,0
5557,700,Germany,Female,39,144550.83,0
5558,677,Germany,Male,34,126729.41,1
5559,850,Germany,Male,36,119984.07,1
5560,564,France,Male,35,0.0,0
5561,771,Spain,Female,56,0.0,1
5562,620,Spain,Male,42,121490.05,0
5563,610,Spain,Male,46,91897.8,0
5564,609,Spain,Male,39,139443.75,0
5565,683,Germany,Male,35,144961.97,0
5566,633,Germany,Male,42,126041.02,0
5567,676,Germany,Male,28,69459.05,0
5568,693,France,Male,38,198338.77,0
5569,709,France,Male,36,0.0,0
5570,569,Germany,Male,35,109196.66,1
5571,684,Spain,Female,38,134168.5,1
5572,565,France,Male,34,0.0,0
5573,681,France,Male,29,0.0,0
5574,503,Spain,Female,36,0.0,0
5575,656,France,Male,40,0.0,0
5576,566,Germany,Male,65,120100.41,1
5577,592,France,Female,62,0.0,0
5578,687,Spain,Female,50,0.0,0
5579,686,Spain,Male,22,0.0,0
5580,616,Spain,Male,30,0.0,0
5581,494,Spain,Male,67,0.0,0
5582,534,France,Male,38,0.0,0
5583,695,Spain,Female,31,0.0,0
5584,579,Spain,Female,31,0.0,0
5585,432,Germany,Male,38,135559.8,0
5586,816,Germany,Female,25,150355.35,0
5587,730,France,Female,37,0.0,0
5588,593,France,Female,35,133489.12,0
5589,715,Germany,Female,37,105489.31,1
5590,775,Germany,Male,25,60205.2,0
5591,539,France,Male,38,0.0,0
5592,576,Spain,Male,19,0.0,0
5593,617,Spain,Male,50,0.0,1
5594,688,France,Male,40,0.0,0
5595,608,France,Male,33,0.0,0
5596,597,Spain,Male,35,0.0,1
5597,670,France,Female,42,112333.63,0
5598,616,Germany,Female,57,116936.81,0
5599,579,Germany,Female,50,117721.02,1
5600,786,France,Male,37,165896.22,0
5601,704,Spain,Female,44,153656.85,0
5602,796,France,Female,50,94164.0,0
5603,598,Spain,Male,39,0.0,0
5604,602,France,Male,49,191808.73,0
5605,619,France,Male,58,152199.33,0
5606,492,Germany,Female,52,125396.24,1
5607,641,Germany,Male,41,104405.54,0
5608,518,France,Female,27,133801.49,0
5609,623,Spain,Female,40,0.0,0
5610,733,France,Female,28,0.0,0
5611,625,Germany,Male,42,100047.33,0
5612,759,France,Female,31,109848.6,0
5613,604,France,Female,32,127849.38,0
5614,512,Spain,Female,46,0.0,0
5615,520,France,Female,29,95947.76,0
5616,805,Spain,Male,26,0.0,0
5617,626,France,Male,43,137638.69,1
5618,656,France,Male,38,0.0,0
5619,785,Spain,Male,41,0.0,0
5620,553,France,Male,31,0.0,0
5621,569,France,Female,44,0.0,0
5622,670,France,Male,38,89416.99,0
5623,586,Spain,Male,42,0.0,0
5624,617,Spain,Female,45,0.0,0
5625,508,France,Female,60,143262.04,0
5626,624,Spain,Female,35,119656.45,0
5627,654,France,Male,29,132954.64,0
5628,681,Germany,Female,44,105206.7,0
5629,578,Spain,Male,28,0.0,0
5630,621,Spain,Female,37,83061.26,0
5631,632,France,Male,40,147650.68,0
5632,644,France,Male,44,73348.56,1
5633,821,France,Male,28,0.0,0
5634,754,France,Female,38,0.0,0
5635,568,Spain,Female,27,116320.68,0
5636,584,France,Male,33,0.0,0
5637,549,France,Female,29,0.0,0
5638,729,France,Female,38,0.0,0
5639,523,France,Male,61,66250.71,0
5640,477,Germany,Female,24,95675.62,1
5641,675,Germany,Male,42,92616.64,0
5642,782,Spain,Female,41,0.0,0
5643,616,Spain,Female,36,0.0,1
5644,738,Spain,Female,37,100565.94,0
5645,717,Spain,Female,42,190305.78,1
5646,526,Germany,Female,35,118536.4,1
5647,660,France,Male,19,127649.64,0
5648,525,France,Male,35,165358.77,0
5649,629,Spain,Male,29,0.0,0
5650,616,Germany,Female,36,78249.53,0
5651,521,Germany,Female,61,125193.96,0
5652,691,France,Female,29,0.0,0
5653,687,Germany,Female,41,154007.21,0
5654,677,Spain,Female,43,133214.88,0
5655,695,Spain,Male,63,146202.93,1
5656,663,France,Female,27,0.0,0
5657,496,France,Male,30,90963.49,0
5658,747,Spain,Male,41,0.0,1
5659,546,France,Female,52,0.0,1
5660,706,Spain,Male,68,114386.85,0
5661,472,France,Female,26,0.0,0
5662,703,France,Female,40,0.0,0
5663,850,France,Female,38,0.0,0
5664,667,Spain,Male,71,137260.78,1
5665,559,France,Male,33,111060.05,0
5666,636,Spain,Male,60,124447.73,1
5667,672,France,Female,34,0.0,0
5668,667,France,Male,42,0.0,1
5669,648,Germany,Male,33,135310.41,0
5670,497,France,Male,32,0.0,0
5671,743,France,Female,73,0.0,0
5672,619,France,Male,29,0.0,0
5673,639,Spain,Male,34,139393.19,0
5674,540,Spain,Male,28,0.0,0
5675,766,France,Female,26,104258.8,0
5676,749,France,Female,26,0.0,0
5677,655,Germany,Male,32,113447.01,0
5678,630,France,Male,33,0.0,0
5679,778,Germany,Female,33,111063.73,0
5680,757,Germany,Female,30,161378.02,1
5681,529,Spain,Female,39,82766.43,0
5682,620,Spain,Male,29,0.0,0
5683,615,France,Female,61,104267.7,1
5684,735,France,Female,25,91718.8,0
5685,705,Spain,Female,47,63488.7,1
5686,644,Spain,Female,46,12459.19,1
5687,505,Germany,Female,37,159863.9,0
5688,471,Germany,Male,23,104592.55,0
5689,722,Spain,Female,50,132088.59,0
5690,577,Spain,Female,39,0.0,0
5691,744,Spain,Male,44,120654.68,0
5692,573,France,Female,30,0.0,0
5693,653,France,Female,32,83772.95,0
5694,660,France,Female,31,172325.67,0
5695,787,France,Male,46,117685.31,0
5696,617,France,Male,41,0.0,0
5697,567,France,Male,39,0.0,0
5698,682,Spain,Female,64,0.0,0
5699,684,France,Male,35,135871.5,0
5700,447,France,Male,41,0.0,1
5701,625,Germany,Female,49,128504.76,1
5702,585,France,Male,36,0.0,0
5703,516,France,Female,42,56228.25,0
5704,732,Germany,Female,45,98792.4,1
5705,628,Germany,Male,40,181768.32,0
5706,682,Spain,Female,48,101198.01,0
5707,746,France,Male,25,0.0,0
5708,655,France,Female,60,0.0,0
5709,644,France,Female,39,0.0,0
5710,778,France,Male,34,139064.06,0
5711,617,France,Female,35,104508.1,0
5712,660,Germany,Male,35,113948.58,1
5713,537,France,Male,47,0.0,0
5714,554,France,Female,39,0.0,0
5715,806,France,Male,31,0.0,0
5716,611,Germany,Male,37,117524.72,0
5717,665,France,Female,37,160389.82,0
5718,648,France,Female,37,0.0,0
5719,692,France,Male,27,125547.53,0
5720,507,Spain,Male,46,92783.68,0
5721,696,Germany,Male,49,97036.22,1
5722,681,France,Male,34,0.0,0
5723,687,France,Female,26,0.0,0
5724,641,Spain,Male,40,102145.13,0
5725,507,France,Female,33,113452.66,0
5726,688,Spain,Female,46,155681.72,0
5727,535,Germany,Male,38,127475.24,1
5728,701,France,Male,41,0.0,0
5729,488,France,Male,43,112751.13,0
5730,539,France,Female,29,0.0,0
5731,674,France,Male,45,144889.18,1
5732,538,Spain,Male,40,0.0,0
5733,829,France,Female,22,150126.44,1
5734,768,France,Male,54,69712.74,0
5735,585,Spain,Female,44,0.0,0
5736,581,France,Male,31,0.0,0
5737,682,Germany,Female,35,117438.92,0
5738,653,France,Male,38,119315.75,0
5739,712,France,Female,30,89571.59,0
5740,620,Germany,Female,34,102251.57,0
5741,709,France,Male,42,118546.71,0
5742,832,France,Male,61,0.0,1
5743,635,Spain,Male,38,103257.14,0
5744,749,Spain,Female,43,124209.02,0
5745,629,Spain,Male,32,0.0,0
5746,836,Spain,Female,41,150302.84,0
5747,542,Spain,Male,34,108653.93,0
5748,645,France,Female,45,85325.93,0
5749,844,France,Female,29,0.0,0
5750,747,Germany,Male,37,135776.36,1
5751,645,France,Male,40,131411.24,0
5752,752,Spain,Female,36,0.0,0
5753,760,Spain,Female,41,0.0,0
5754,714,Germany,Female,45,106431.97,0
5755,717,France,Male,50,90305.76,0
5756,645,Germany,Male,28,117466.03,0
5757,681,France,Male,32,148884.47,0
5758,681,Germany,Female,44,91115.76,1
5759,679,Germany,Female,37,77373.87,0
5760,528,Spain,Male,23,104744.89,0
5761,710,France,Female,31,0.0,0
5762,733,Germany,Male,39,91538.51,0
5763,724,France,Female,32,0.0,0
5764,726,France,Female,34,185734.75,0
5765,520,France,Male,30,143396.54,0
5766,556,France,Male,40,125909.85,0
5767,579,France,Female,45,0.0,0
5768,674,France,Male,36,154525.7,0
5769,570,France,Female,29,0.0,0
5770,631,France,Male,51,100654.8,0
5771,623,Spain,Male,44,83325.77,0
5772,665,France,Male,35,110934.54,0
5773,523,Spain,Female,36,113680.54,0
5774,706,Germany,Male,31,117020.08,0
5775,619,France,Female,49,145359.99,0
5776,593,Germany,Female,39,151391.68,1
5777,608,Spain,Male,66,123935.35,0
5778,526,France,Female,36,0.0,0
5779,684,Spain,Male,40,70291.02,1
5780,604,Germany,Female,42,166031.45,0
5781,636,Germany,Male,36,96643.32,0
5782,669,Spain,Female,33,0.0,0
5783,624,France,Male,71,0.0,0
5784,631,France,Male,29,0.0,0
5785,753,France,Male,48,0.0,0
5786,588,France,Male,40,0.0,0
5787,729,Germany,Male,26,97268.1,0
5788,602,France,Female,42,0.0,1
5789,689,Germany,Female,55,76296.81,1
5790,486,Spain,Male,27,0.0,0
5791,809,Germany,Female,42,64497.94,1
5792,562,France,Male,38,0.0,0
5793,763,Spain,Female,32,0.0,0
5794,669,France,Male,57,0.0,0
5795,709,France,Male,39,0.0,0
5796,554,Spain,Female,45,0.0,0
5797,699,France,Male,37,0.0,0
5798,732,Spain,Male,54,134249.7,0
5799,625,France,Female,45,0.0,1
5800,599,France,Male,30,105443.68,0
5801,584,Spain,Female,50,0.0,1
5802,499,France,Male,35,0.0,0
5803,526,Spain,Male,38,0.0,0
5804,625,Germany,Female,35,86147.46,1
5805,537,Spain,Female,38,96939.06,0
5806,696,Spain,Male,47,106758.6,0
5807,679,France,Female,33,112528.65,0
5808,684,France,Male,60,116563.58,1
5809,850,France,Male,32,0.0,0
5810,495,Spain,Female,42,0.0,0
5811,537,Spain,Female,38,141786.78,0
5812,850,France,Male,41,136416.82,0
5813,513,France,Male,30,0.0,0
5814,618,Germany,Female,40,133245.52,0
5815,802,Germany,Female,41,90757.64,0
5816,547,France,Male,43,92350.36,0
5817,613,Germany,Male,69,78778.49,0
5818,592,Germany,Female,34,102143.93,0
5819,546,France,Male,29,0.0,0
5820,721,Germany,Male,37,98459.6,0
5821,671,Germany,Female,47,114603.76,1
5822,624,Spain,Male,35,0.0,0
5823,751,Germany,Female,51,148074.79,1
5824,636,Spain,Male,36,0.0,1
5825,607,Spain,Female,62,108004.64,1
5826,509,Germany,Female,29,107712.57,0
5827,653,Spain,Male,35,0.0,0
5828,709,Spain,Female,37,0.0,0
5829,559,France,Male,32,145303.52,0
5830,684,Germany,Male,37,138476.41,0
5831,635,France,Female,27,127471.56,1
5832,709,France,Male,26,156551.63,0
5833,656,Germany,Female,49,97092.87,1
5834,793,France,Male,32,0.0,1
5835,609,Spain,Male,37,129312.79,0
5836,618,Germany,Female,29,100315.1,0
5837,850,France,Female,35,81684.97,0
5838,669,Spain,Male,51,88827.53,1
5839,594,Germany,Male,40,152092.44,0
5840,616,Spain,Male,71,0.0,0
5841,676,France,Female,49,0.0,1
5842,608,Spain,Female,38,102406.76,0
5843,710,France,Male,21,109130.96,0
5844,695,France,Male,29,0.0,0
5845,530,Germany,Male,33,75242.28,0
5846,509,Spain,Male,29,0.0,0
5847,517,France,Female,45,0.0,1
5848,758,Germany,Male,33,129142.54,0
5849,665,France,Male,51,0.0,0
5850,631,Germany,Female,22,139129.92,0
5851,576,Spain,Male,33,0.0,0
5852,544,Spain,Male,22,66483.32,0
5853,596,Germany,Male,40,62389.03,1
5854,481,France,Female,34,0.0,0
5855,498,France,Male,46,91857.66,1
5856,512,Spain,Male,31,0.0,0
5857,594,France,Female,56,0.0,1
5858,570,France,Female,30,176173.52,1
5859,721,Spain,Male,38,0.0,0
5860,453,France,Female,37,131834.76,0
5861,562,France,Male,48,92347.96,0
5862,682,France,Male,40,0.0,0
5863,748,France,Male,40,95297.11,0
5864,729,France,Female,32,0.0,0
5865,663,France,Male,39,0.0,0
5866,735,France,Female,53,123845.36,1
5867,627,Germany,Male,62,143426.34,0
5868,713,France,Male,46,0.0,0
5869,562,Germany,Male,31,112708.2,0
5870,632,France,Male,43,100013.51,0
5871,479,France,Female,33,208165.53,1
5872,658,Spain,Male,21,0.0,0
5873,598,France,Female,40,0.0,1
5874,597,France,Male,19,0.0,0
5875,512,France,Female,33,121685.31,0
5876,704,France,Male,39,111525.02,0
5877,474,France,Male,26,0.0,0
5878,604,Germany,Male,36,113546.3,0
5879,683,France,Male,41,95696.52,0
5880,537,France,Male,28,88963.31,0
5881,794,Spain,Male,31,144880.34,0
5882,732,France,Male,55,136576.02,1
5883,495,France,Female,38,63093.01,0
5884,552,Germany,Male,38,132271.12,0
5885,602,France,Female,29,88814.4,0
5886,607,Germany,Male,40,90594.55,0
5887,675,Germany,Female,33,141816.25,1
5888,443,France,Female,54,138547.97,1
5889,727,France,Female,31,52192.08,0
5890,482,France,Male,38,124976.19,0
5891,686,France,Female,34,0.0,0
5892,588,Germany,Male,35,104356.38,0
5893,605,Spain,Female,48,150315.92,0
5894,583,France,Male,39,129299.28,0
5895,738,Germany,Male,37,140950.92,0
5896,744,Spain,Male,30,128065.12,0
5897,781,France,Male,23,107433.48,0
5898,699,France,Male,34,117468.67,0
5899,639,France,Female,27,0.0,0
5900,583,France,Female,27,0.0,0
5901,587,France,Male,42,0.0,0
5902,694,France,Male,40,0.0,0
5903,570,France,Female,29,153040.03,1
5904,692,Germany,Male,45,142084.04,1
5905,511,France,Female,30,0.0,0
5906,788,France,Male,32,112079.58,0
5907,526,Spain,Male,66,132044.6,0
5908,749,Spain,Female,46,66582.81,1
5909,691,France,Female,33,0.0,0
5910,481,France,Female,39,0.0,0
5911,752,France,Male,33,0.0,0
5912,658,France,Female,38,102895.1,0
5913,679,Spain,Male,42,0.0,0
5914,754,Germany,Male,27,117578.35,0
5915,679,France,Male,47,198546.1,1
5916,633,Spain,Female,39,0.0,0
5917,674,France,Female,31,0.0,0
5918,600,Germany,Male,28,116623.31,0
5919,645,Spain,Male,49,0.0,0
5920,698,France,Male,36,0.0,0
5921,508,Spain,Male,54,0.0,0
5922,555,France,Female,44,105770.7,1
5923,751,France,Female,48,0.0,1
5924,738,France,Female,39,94435.45,0
5925,706,Germany,Female,39,112889.91,0
5926,595,France,Female,53,0.0,1
5927,577,Germany,Female,43,127940.47,1
5928,578,Germany,Female,36,129745.1,0
5929,699,France,Male,32,0.0,0
5930,826,France,Female,30,0.0,0
5931,656,Germany,Female,46,141535.52,1
5932,556,France,Female,47,139914.27,0
5933,569,France,Male,41,120243.49,1
5934,765,France,Male,34,91835.16,0
5935,544,Spain,Male,37,0.0,0
5936,588,Spain,Female,22,67178.19,1
5937,740,Spain,Female,31,0.0,0
5938,850,Spain,Male,38,115378.94,0
5939,766,Germany,Male,30,127786.28,0
5940,849,France,Female,41,0.0,1
5941,612,France,Female,33,64900.32,0
5942,517,Germany,Male,53,109172.88,1
5943,645,France,Female,55,0.0,0
5944,696,Germany,Male,43,114091.38,0
5945,716,France,Female,40,0.0,0
5946,590,France,Male,32,0.0,0
5947,656,France,Female,45,145933.27,0
5948,473,Germany,Female,35,131504.73,0
5949,742,Germany,Female,44,107926.02,1
5950,834,Germany,Female,57,112281.6,1
5951,721,France,Male,41,0.0,0
5952,590,Spain,Male,29,0.0,1
5953,516,Spain,Female,31,0.0,0
5954,850,France,Male,33,124781.67,0
5955,748,France,Female,39,132865.56,1
5956,798,Germany,Female,38,129055.13,0
5957,612,Germany,Male,76,96166.88,0
5958,540,France,Female,40,165298.12,0
5959,719,Spain,Female,33,0.0,0
5960,598,France,Male,48,120682.53,1
5961,796,Spain,Male,32,102773.15,0
5962,579,Germany,Male,42,144386.32,1
5963,850,Germany,Female,40,104449.8,0
5964,599,Spain,Male,35,137102.65,0
5965,724,France,Female,30,142475.87,0
5966,508,France,Female,43,0.0,0
5967,773,Spain,Male,37,103195.2,0
5968,526,France,Male,28,112070.44,0
5969,542,France,Female,29,0.0,0
5970,470,France,Male,35,96473.59,0
5971,805,Spain,Male,37,0.0,0
5972,548,Germany,Male,49,108437.89,1
5973,672,France,Male,37,153195.59,0
5974,773,France,Male,45,96877.21,0
5975,614,France,Male,44,0.0,0
5976,537,France,Female,38,0.0,1
5977,704,France,Female,40,95452.89,0
5978,586,Spain,Male,41,63873.56,0
5979,677,France,Female,24,148298.59,0
5980,558,Spain,Female,31,0.0,0
5981,634,Germany,Female,37,143258.85,0
5982,655,Germany,Male,37,121342.24,0
5983,619,Germany,Female,28,99152.73,0
5984,662,France,Female,41,0.0,0
5985,705,Spain,Male,33,68423.89,0
5986,527,Spain,Female,35,0.0,1
5987,630,Germany,Female,25,79656.81,0
5988,850,France,Male,35,0.0,0
5989,668,France,Female,53,110240.04,1
5990,573,France,Female,32,125321.84,0
5991,680,France,Male,27,0.0,0
5992,758,France,Female,32,84378.9,0
5993,597,France,Male,45,0.0,0
5994,580,Germany,Male,35,136281.41,0
5995,622,France,Male,59,119380.37,0
5996,638,Germany,Male,62,108716.59,0
5997,640,France,Female,20,0.0,0
5998,644,Spain,Male,28,0.0,0
5999,753,France,Female,31,106596.29,0
6000,629,France,Female,37,99546.25,1
6001,775,France,Female,30,0.0,1
6002,701,France,Female,41,0.0,0
6003,708,Spain,Male,19,112615.86,0
6004,521,Spain,Female,22,0.0,0
6005,636,France,Female,24,0.0,0
6006,529,France,Female,31,0.0,0
6007,757,France,Male,28,75381.15,0
6008,767,Spain,Female,24,0.0,0
6009,525,Spain,Male,33,0.0,0
6010,759,Spain,Male,38,0.0,0
6011,520,Germany,Female,45,123086.39,1
6012,738,France,Female,26,0.0,0
6013,548,Spain,Male,37,0.0,0
6014,535,Spain,Male,48,109472.47,1
6015,615,Spain,Male,59,155766.05,0
6016,850,Germany,Male,38,101985.81,0
6017,487,France,Female,34,96019.5,0
6018,731,France,Male,30,0.0,0
6019,726,Spain,Female,35,0.0,0
6020,609,France,Female,35,147900.43,0
6021,714,France,Male,52,100755.66,0
6022,694,Spain,Female,35,0.0,1
6023,786,France,Female,33,83036.05,1
6024,698,Spain,Male,27,125427.37,0
6025,601,France,Female,46,98202.76,0
6026,769,Spain,Male,41,72509.91,0
6027,850,Germany,Male,44,140393.65,0
6028,646,Spain,Female,50,142644.64,1
6029,659,France,Female,44,23503.31,1
6030,487,Spain,Male,33,145729.71,0
6031,740,Germany,Female,40,122295.17,0
6032,686,France,Male,39,0.0,0
6033,612,Spain,Female,36,119799.27,0
6034,655,Spain,Male,37,163708.58,0
6035,617,France,Male,34,61687.33,0
6036,674,France,Female,27,79144.34,0
6037,711,Spain,Male,32,0.0,0
6038,624,Germany,Female,27,104848.68,0
6039,597,Spain,Male,26,0.0,0
6040,682,Spain,Male,46,0.0,0
6041,775,France,Male,45,0.0,0
6042,727,France,Female,29,146652.01,0
6043,629,France,Male,31,0.0,0
6044,684,France,Male,46,0.0,0
6045,549,Germany,Female,37,130622.34,0
6046,593,Germany,Male,69,187013.13,0
6047,536,Spain,Male,40,0.0,0
6048,707,France,Female,36,0.0,0
6049,592,Spain,Male,41,0.0,0
6050,703,France,Male,44,98862.54,0
6051,723,Spain,Female,45,0.0,0
6052,452,Germany,Male,52,98443.14,0
6053,552,Spain,Male,42,0.0,0
6054,633,France,Female,47,0.0,1
6055,479,Germany,Female,23,123575.51,0
6056,768,France,Male,25,0.0,0
6057,742,France,Male,31,105239.1,0
6058,668,Germany,Male,56,110993.79,1
6059,707,Spain,Male,44,0.0,0
6060,754,Spain,Male,39,157691.98,1
6061,544,Germany,Male,47,105245.21,1
6062,718,Spain,Male,32,0.0,0
6063,762,France,Male,31,117687.35,0
6064,772,France,Male,23,0.0,0
6065,691,Germany,Female,37,123067.63,1
6066,502,France,Male,45,0.0,0
6067,563,France,Female,34,0.0,0
6068,676,France,Female,41,101457.14,0
6069,576,Spain,Male,52,100549.43,0
6070,629,Spain,Male,35,174588.8,0
6071,625,Spain,Male,52,121161.57,0
6072,628,France,Male,45,0.0,0
6073,471,Germany,Female,36,90063.74,0
6074,811,France,Female,45,0.0,0
6075,504,France,Male,42,134936.97,0
6076,687,France,Female,24,110495.27,0
6077,660,Germany,Female,37,133200.09,0
6078,548,France,Female,41,82596.8,0
6079,609,Germany,Male,31,103837.75,0
6080,659,Spain,Female,42,0.0,1
6081,526,France,Male,52,93590.47,1
6082,725,Germany,Male,40,104149.66,0
6083,519,Germany,Male,38,114141.64,1
6084,562,Germany,Female,31,117153.0,0
6085,482,Germany,Male,45,156353.46,1
6086,535,Spain,Male,37,175534.78,0
6087,561,France,Female,27,135637.0,1
6088,661,France,Female,30,0.0,0
6089,771,France,Male,27,0.0,0
6090,545,France,Male,26,0.0,0
6091,850,Germany,Female,33,83415.04,0
6092,601,Germany,Male,43,141859.12,0
6093,712,Germany,Male,38,132767.66,0
6094,589,France,Female,31,110635.32,0
6095,600,Spain,Male,37,177657.35,0
6096,642,Germany,Male,41,157777.58,0
6097,575,Germany,Male,47,107915.94,1
6098,570,Germany,Female,57,86568.75,0
6099,532,Germany,Male,52,137755.76,1
6100,796,France,Male,30,137262.71,0
6101,833,Spain,Male,32,0.0,1
6102,642,Spain,Female,36,0.0,0
6103,655,France,Male,28,0.0,0
6104,736,Germany,Male,50,116309.01,1
6105,617,France,Female,34,131244.65,0
6106,762,Germany,Male,28,125155.83,0
6107,703,Germany,Male,35,140691.08,0
6108,507,France,Male,41,58820.32,0
6109,581,Germany,Female,26,105099.45,1
6110,593,France,Male,31,0.0,0
6111,648,France,Male,23,168372.52,0
6112,462,Germany,Male,34,94682.56,0
